term,diff
election,0.00268707460399648
american citizen,0.0027440146538107698
president trump,0.0027540104932752465
abbott,0.00300374054430486
criminal,0.0031384905349636748
joe,0.0031460210161251456
job,0.0032368945381284382
tax,0.0032429384569368823
duty,0.0032632579128836947
citizen,0.003316606436153521
government,0.003961976002954283
great,0.0040599111401989135
truth,0.004188110195909753
god,0.004470196527332972
office,0.004718360266381678
oath,0.004782017390726471
texas,0.005180517136398132
democrats,0.005572487395018524
governor,0.005626307944021156
illegal,0.006103312994984865
state,0.006306827551441579
constitution,0.007043159641606124
administration,0.00715459189203895
law,0.009647914485352984
president,0.010728613401103315
trump,0.011218895988297489
american people,0.011775398581464999
americans,0.012230470379594354
biden,0.014566638333018604
border,0.015409676154902269
america,0.016761666073303413
american,0.02105086702129534
